call_id,timestamp_utc,phase,provider,requested_model,served_model,related_id,attempt,latency_seconds,http_status,input_tokens,output_tokens,total_tokens,retry_reason,success,key_slot
credential_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r01:1,2026-09-09T01:50:40.902132+00:00,verifier,dashscope,qwen-max,qwen-max,credential_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r01,1,2.46,200,493,94,587,,True,primary
credential_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r02:1,2026-09-09T01:50:43.371777+00:00,verifier,dashscope,qwen-max,qwen-max,credential_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r02,1,2.463,200,493,84,577,,True,primary
credential_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r03:1,2026-09-09T01:50:46.051868+00:00,verifier,dashscope,qwen-max,qwen-max,credential_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r03,1,2.67,200,493,103,596,,True,primary
credential_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r01:1,2026-09-09T01:50:48.890089+00:00,verifier,dashscope,qwen-max,qwen-max,credential_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r01,1,2.826,200,553,106,659,,True,primary
credential_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r02:1,2026-09-09T01:50:51.474976+00:00,verifier,dashscope,qwen-max,qwen-max,credential_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r02,1,2.574,200,553,106,659,,True,primary
credential_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r03:1,2026-09-09T01:50:55.981407+00:00,verifier,dashscope,qwen-max,qwen-max,credential_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r03,1,4.498,200,553,96,649,,True,primary
credential_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r01:1,2026-09-09T01:50:58.299118+00:00,verifier,dashscope,qwen-max,qwen-max,credential_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r01,1,2.308,200,587,67,654,,True,primary
credential_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r02:1,2026-09-09T01:51:01.289695+00:00,verifier,dashscope,qwen-max,qwen-max,credential_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r02,1,2.981,200,587,64,651,,True,primary
credential_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r03:1,2026-09-09T01:51:03.973896+00:00,verifier,dashscope,qwen-max,qwen-max,credential_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r03,1,2.675,200,587,72,659,,True,primary
execution_persistence_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r01:1,2026-09-09T01:51:07.123002+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r01,1,3.137,200,386,106,492,,True,primary
execution_persistence_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r02:1,2026-09-09T01:51:10.041509+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r02,1,2.909,200,386,98,484,,True,primary
execution_persistence_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r03:1,2026-09-09T01:51:13.049766+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r03,1,2.996,200,386,95,481,,True,primary
execution_persistence_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r01:1,2026-09-09T01:51:17.532124+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r01,1,4.47,200,484,98,582,,True,primary
execution_persistence_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r02:1,2026-09-09T01:51:21.788216+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r02,1,4.246,200,484,104,588,,True,primary
execution_persistence_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r03:1,2026-09-09T01:51:24.601459+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r03,1,2.799,200,484,92,576,,True,primary
execution_persistence_01_resolved_setup__deepseek-v4-flash__E3_STATE__r01:1,2026-09-09T01:51:28.157877+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__deepseek-v4-flash__E3_STATE__r01,1,3.538,200,540,101,641,,True,primary
execution_persistence_01_resolved_setup__deepseek-v4-flash__E3_STATE__r02:1,2026-09-09T01:51:32.754200+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__deepseek-v4-flash__E3_STATE__r02,1,4.585,200,540,111,651,,True,primary
execution_persistence_01_resolved_setup__deepseek-v4-flash__E3_STATE__r03:1,2026-09-09T01:51:35.939953+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__deepseek-v4-flash__E3_STATE__r03,1,3.178,200,540,94,634,,True,primary
execution_persistence_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r01:1,2026-09-09T01:51:39.507286+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r01,1,3.555,200,581,105,686,,True,primary
execution_persistence_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r02:1,2026-09-09T01:51:42.785779+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r02,1,3.267,200,581,102,683,,True,primary
execution_persistence_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r03:1,2026-09-09T01:51:46.019843+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r03,1,3.226,200,581,97,678,,True,primary
execution_persistence_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r01:1,2026-09-09T01:51:49.227309+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r01,1,3.195,200,382,84,466,,True,primary
execution_persistence_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r02:1,2026-09-09T01:51:52.332694+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r02,1,3.085,200,382,96,478,,True,primary
execution_persistence_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r03:1,2026-09-09T01:51:56.700054+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r03,1,4.351,200,382,109,491,,True,primary
execution_persistence_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r01:1,2026-09-09T01:51:59.526826+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r01,1,2.806,200,480,98,578,,True,primary
execution_persistence_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r02:1,2026-09-09T01:52:02.360482+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r02,1,2.815,200,480,103,583,,True,primary
execution_persistence_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r03:1,2026-09-09T01:52:05.213903+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r03,1,2.838,200,480,97,577,,True,primary
execution_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE__r01:1,2026-09-09T01:52:07.876496+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE__r01,1,2.644,200,536,110,646,,True,primary
execution_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE__r02:1,2026-09-09T01:52:10.813936+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE__r02,1,2.925,200,536,102,638,,True,primary
execution_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE__r03:1,2026-09-09T01:52:13.999777+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE__r03,1,3.17,200,536,112,648,,True,primary
execution_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r01:1,2026-09-09T01:52:16.979485+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r01,1,2.964,200,577,110,687,,True,primary
execution_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r02:1,2026-09-09T01:52:19.473447+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r02,1,2.482,200,577,102,679,,True,primary
execution_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r03:1,2026-09-09T01:52:22.169091+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r03,1,2.682,200,577,95,672,,True,primary
execution_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r01:1,2026-09-09T01:52:25.215872+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r01,1,3.029,200,383,112,495,,True,primary
execution_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r02:1,2026-09-09T01:52:28.045933+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r02,1,2.818,200,383,101,484,,True,primary
execution_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r03:1,2026-09-09T01:52:30.412650+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r03,1,2.356,200,383,86,469,,True,primary
execution_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r01:1,2026-09-09T01:52:34.664591+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r01,1,4.241,200,517,110,627,,True,primary
execution_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r02:1,2026-09-09T01:52:37.450655+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r02,1,2.777,200,517,113,630,,True,primary
execution_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r03:1,2026-09-09T01:52:39.906347+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r03,1,2.445,200,517,126,643,,True,primary
execution_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r01:1,2026-09-09T01:52:42.833779+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r01,1,2.911,200,573,129,702,,True,primary
execution_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r02:1,2026-09-09T01:52:46.358177+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r02,1,3.512,200,573,122,695,,True,primary
execution_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r03:1,2026-09-09T01:52:48.928954+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r03,1,2.561,200,573,110,683,,True,primary
execution_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r01:1,2026-09-09T01:52:52.087415+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r01,1,3.15,200,616,135,751,,True,primary
execution_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r02:1,2026-09-09T01:52:55.909211+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r02,1,3.81,200,616,127,743,,True,primary
execution_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r03:1,2026-09-09T01:55:01.416849+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r03,1,120.422,,,,,TimeoutError: The read operation timed out,False,primary
execution_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r03:2,2026-09-09T01:55:01.419375+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r03,2,3.076,200,616,119,735,,True,primary
execution_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r01:1,2026-09-09T01:55:04.913016+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r01,1,3.45,200,381,127,508,,True,primary
execution_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r02:1,2026-09-09T01:55:08.164233+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r02,1,3.237,200,381,108,489,,True,primary
execution_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r03:1,2026-09-09T01:55:10.894126+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r03,1,2.716,200,381,99,480,,True,primary
execution_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r01:1,2026-09-09T01:55:13.120014+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r01,1,2.189,200,479,97,576,,True,primary
execution_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r02:1,2026-09-09T01:55:15.978017+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r02,1,2.843,200,479,109,588,,True,primary
execution_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r03:1,2026-09-09T01:55:18.421268+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__gemini-3.7-flash__E2_ACTION__r03,1,2.426,200,479,115,594,,True,primary
execution_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r01:1,2026-09-09T01:55:22.640310+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r01,1,4.211,200,535,107,642,,True,primary
execution_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r02:1,2026-09-09T01:55:24.828979+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r02,1,2.176,200,535,113,648,,True,primary
execution_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r03:1,2026-09-09T01:55:27.135950+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__gemini-3.7-flash__E3_STATE__r03,1,2.29,200,535,110,645,,True,primary
execution_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r01:1,2026-09-09T01:55:29.069678+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r01,1,1.913,200,578,78,656,,True,primary
execution_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r02:1,2026-09-09T01:55:30.672977+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r02,1,1.586,200,578,69,647,,True,primary
execution_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r03:1,2026-09-09T01:55:32.677245+00:00,verifier,dashscope,qwen-max,qwen-max,execution_persistence_01_false_containment_setup__gemini-3.7-flash__E4_VERIFICATION__r03,1,1.992,200,578,76,654,,True,primary
access_control_persistence_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r01:1,2026-09-09T01:55:35.137148+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r01,1,2.445,200,395,99,494,,True,primary
access_control_persistence_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r02:1,2026-09-09T01:55:37.636585+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r02,1,2.482,200,395,123,518,,True,primary
access_control_persistence_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r03:1,2026-09-09T01:55:40.132910+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__deepseek-v4-flash__E1_CLAIM__r03,1,2.48,200,395,120,515,,True,primary
access_control_persistence_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r01:1,2026-09-09T01:55:42.791936+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r01,1,2.638,200,556,90,646,,True,primary
access_control_persistence_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r02:1,2026-09-09T01:55:45.274503+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r02,1,2.467,200,556,92,648,,True,primary
access_control_persistence_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r03:1,2026-09-09T01:55:48.039532+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__deepseek-v4-flash__E2_ACTION__r03,1,2.752,200,556,109,665,,True,primary
access_control_persistence_01_resolved_setup__deepseek-v4-flash__E3_STATE__r01:1,2026-09-09T01:55:50.591840+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__deepseek-v4-flash__E3_STATE__r01,1,2.536,200,634,87,721,,True,primary
access_control_persistence_01_resolved_setup__deepseek-v4-flash__E3_STATE__r02:1,2026-09-09T01:55:54.079466+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__deepseek-v4-flash__E3_STATE__r02,1,3.469,200,634,116,750,,True,primary
access_control_persistence_01_resolved_setup__deepseek-v4-flash__E3_STATE__r03:1,2026-09-09T01:55:56.708503+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__deepseek-v4-flash__E3_STATE__r03,1,2.614,200,634,107,741,,True,primary
access_control_persistence_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r01:1,2026-09-09T01:55:58.752929+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r01,1,2.024,200,669,105,774,,True,primary
access_control_persistence_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r02:1,2026-09-09T01:56:01.366727+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r02,1,2.587,200,669,95,764,,True,primary
access_control_persistence_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r03:1,2026-09-09T01:56:03.616478+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__deepseek-v4-flash__E4_VERIFICATION__r03,1,2.236,200,669,106,775,,True,primary
access_control_persistence_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r01:1,2026-09-09T01:56:05.830470+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r01,1,2.199,200,378,109,487,,True,primary
access_control_persistence_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r02:1,2026-09-09T01:56:07.882875+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r02,1,2.04,200,378,109,487,,True,primary
access_control_persistence_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r03:1,2026-09-09T01:56:09.841746+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__gemini-3.7-flash__E1_CLAIM__r03,1,1.948,200,378,108,486,,True,primary
access_control_persistence_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r01:1,2026-09-09T01:56:12.415890+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r01,1,2.558,200,538,105,643,,True,primary
access_control_persistence_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r02:1,2026-09-09T01:56:14.701960+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r02,1,2.268,200,538,119,657,,True,primary
access_control_persistence_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r03:1,2026-09-09T01:56:17.452935+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__gemini-3.7-flash__E2_ACTION__r03,1,2.735,200,538,120,658,,True,primary
access_control_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE__r01:1,2026-09-09T01:56:19.936817+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE__r01,1,2.445,200,616,106,722,,True,primary
access_control_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE__r02:1,2026-09-09T01:56:23.035945+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE__r02,1,3.082,200,616,100,716,,True,primary
access_control_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE__r03:1,2026-09-09T01:56:25.152006+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__gemini-3.7-flash__E3_STATE__r03,1,2.103,200,616,101,717,,True,primary
access_control_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r01:1,2026-09-09T01:56:27.767383+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r01,1,2.599,200,651,131,782,,True,primary
access_control_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r02:1,2026-09-09T01:56:30.021694+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r02,1,2.246,200,651,108,759,,True,primary
access_control_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r03:1,2026-09-09T01:56:32.372152+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_resolved_setup__gemini-3.7-flash__E4_VERIFICATION__r03,1,2.342,200,651,132,783,,True,primary
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r01:1,2026-09-09T01:56:35.298903+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r01,1,2.916,200,367,94,461,,True,primary
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r02:1,2026-09-09T01:56:37.720519+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r02,1,2.411,200,367,103,470,,True,primary
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r03:1,2026-09-09T01:56:39.764183+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E1_CLAIM__r03,1,2.029,200,367,107,474,,True,primary
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r01:1,2026-09-09T01:56:42.410017+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r01,1,2.618,200,471,122,593,,True,primary
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r02:1,2026-09-09T01:56:44.432460+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r02,1,2.009,200,471,98,569,,True,primary
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r03:1,2026-09-09T01:56:46.553749+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E2_ACTION__r03,1,2.099,200,471,99,570,,True,primary
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r01:1,2026-09-09T01:56:48.366923+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r01,1,1.792,200,548,78,626,,True,primary
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r02:1,2026-09-09T01:56:50.866358+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r02,1,2.484,200,548,92,640,,True,primary
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r03:1,2026-09-09T01:56:52.932606+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E3_STATE__r03,1,2.051,200,548,104,652,,True,primary
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r01:1,2026-09-09T01:56:54.541820+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r01,1,1.592,200,583,70,653,,True,primary
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r02:1,2026-09-09T01:56:57.167664+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r02,1,2.613,200,583,64,647,,True,primary
access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r03:1,2026-09-09T01:56:59.215906+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__deepseek-v4-flash__E4_VERIFICATION__r03,1,2.03,200,583,72,655,,True,primary
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r01:1,2026-09-09T01:57:01.411616+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r01,1,2.183,200,376,104,480,,True,primary
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r02:1,2026-09-09T01:57:03.718096+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r02,1,2.295,200,376,115,491,,True,primary
access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r03:1,2026-09-09T01:57:05.814398+00:00,verifier,dashscope,qwen-max,qwen-max,access_control_persistence_01_false_containment_setup__gemini-3.7-flash__E1_CLAIM__r03,1,2.087,200,376,105,481,,True,primary
